,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget
809,Charlie St. Cloud,"Drama, Fantasy, Romance",tt1438254,99.0,6.5,48190704,31162545,44000000
810,Gods of Egypt,"Action, Adventure, Fantasy",tt2404233,127.0,5.4,150680864,31153464,140000000
811,Crimson Peak,"Drama, Fantasy, Horror",tt2554274,119.0,6.5,74679822,31090320,55000000
812,The Pirates! Band of Misfits,"Animation, Adventure, Comedy",tt1430626,88.0,6.7,123054041,31051126,60000000
813,Collateral Beauty,"Drama, Romance",tt4682786,97.0,6.8,88528280,31016021,36000000
814,Morning Glory,"Comedy, Drama, Romance",tt1126618,107.0,6.5,60040976,31011732,40000000
815,Joyful Noise,"Comedy, Drama, Music",tt1710396,118.0,5.8,31158113,30920167,0
816,Kidnap,"Crime, Drama, Thriller",tt10300662,,7.5,34814102,30718107,0
817,Dragon Ball Super: Broly,"Animation, Action, Adventure",tt7961060,100.0,8.0,115560610,30712119,1000000
818,3 Days to Kill,"Action, Drama, Thriller",tt2172934,117.0,6.2,53260230,30697999,28000000
819,Delivery Man,"Comedy, Drama",tt2387559,105.0,6.4,53120346,30664106,26000000
820,Chef,"Adventure, Comedy, Drama",tt2883512,114.0,7.3,48428048,30640336,11000000
821,Super Troopers 2,"Comedy, Crime, Mystery",tt0859635,99.0,6.1,31626386,30617396,13500000
822,Deliver Us from Evil,"Horror, Mystery, Thriller",tt2377322,118.0,6.2,87937815,30577122,30000000
823,Holmes & Watson,"Comedy, Crime, Mystery",tt1255919,90.0,3.8,40466970,30573626,42000000
824,Slender Man,"Horror, Mystery, Thriller",tt5690360,93.0,3.2,51738549,30569484,10000000
825,The Sitter,Comedy,tt1366344,81.0,5.7,34942188,30538669,25000000
826,Get on Up,"Biography, Drama, Music",tt2473602,139.0,6.9,33448971,30513940,30000000
827,The Mountain Between Us,"Action, Adventure, Drama",tt2226597,112.0,6.4,62832209,30348555,35000000
828,Underworld: Blood Wars,"Action, Adventure, Fantasy",tt3717252,91.0,5.8,81093313,30348260,35000000
829,Long Shot,"Comedy, Romance",tt2139881,125.0,7.2,53873809,30316271,40000000
830,How Do You Know,"Comedy, Drama, Romance",tt1341188,121.0,5.4,48668907,30212620,120000000
831,When the Game Stands Tall,"Drama, Sport",tt2247476,115.0,6.7,30138754,30127963,15000000
832,"Hail, Caesar!","Comedy, Drama, Music",tt0475290,106.0,6.3,63647656,30080225,22000000
833,The Iron Lady,"Biography, Drama",tt1007029,105.0,6.4,115890699,30017992,13000000
834,"I, Tonya","Biography, Comedy, Drama",tt5580036,120.0,7.5,53939297,30014539,11000000
835,Hostiles,"Drama, Western",tt4243168,74.0,6.6,35669017,29819114,0
836,Grudge Match,"Comedy, Drama, Sport",tt1661382,113.0,6.4,44907260,29807260,40000000
837,The Hate U Give,"Crime, Drama",tt5580266,133.0,7.3,34934009,29719483,23000000
838,When the Bough Breaks,"Crime, Drama, Horror",tt1389139,107.0,5.1,30658387,29703843,10000000
839,Teen Titans Go! To the Movies,"Animation, Action, Adventure",tt7424200,84.0,6.8,52090236,29562341,10000000
840,A Walk in the Woods,"Adventure, Biography, Comedy",tt1178665,104.0,6.3,37461274,29467855,8000000
841,Nanny McPhee Returns,"Comedy, Family, Fantasy",tt1415283,109.0,6.1,93251121,29197642,25000000
842,Priest,"Action, Horror, Thriller",tt0822847,87.0,5.7,78309505,29136626,60000000
843,The Mechanic,"Action, Thriller",tt0472399,93.0,6.6,76130093,29121498,40000000
844,Chimpanzee,"Documentary, Family",tt1222815,78.0,7.2,34823764,28965459,5000000
845,One Direction: This Is Us,"Documentary, Music",tt2515086,92.0,4.2,68532898,28873374,10000000
846,Zoolander 2,"Action, Adventure, Comedy",tt1608290,101.0,4.7,56722693,28848693,50000000
847,The Five-Year Engagement,"Comedy, Romance",tt1195478,124.0,6.2,54169363,28835528,30000000
848,Draft Day,"Drama, Sport",tt2223990,110.0,6.8,29824199,28831145,25000000
849,Kick-Ass 2,"Action, Comedy, Crime",tt1650554,103.0,6.6,60795985,28795985,28000000
850,Point Break,"Action, Crime, Sport",tt2058673,114.0,5.3,133718711,28782481,105000000
851,Molly's Game,"Biography, Crime, Drama",tt4209788,140.0,7.5,59284015,28780744,30000000
852,The Nut Job 2: Nutty by Nature,"Animation, Adventure, Comedy",tt3486626,91.0,5.5,68743485,28370522,40000000
853,Abduction,"Action, Mystery, Thriller",tt1600195,106.0,5.1,82087155,28087155,35000000
854,Happy Death Day 2U,"Comedy, Horror, Mystery",tt8155288,100.0,6.3,64600152,28051045,9000000
855,Beastly,"Drama, Fantasy, Romance",tt1152398,86.0,5.6,43202283,27865571,17000000
856,Moonlight,Drama,tt4975722,111.0,7.4,65336603,27850912,4000000
857,Logan Lucky,"Comedy, Crime, Drama",tt5439796,118.0,7.0,48453605,27780977,29000000
858,Rings,"Drama, Horror, Mystery",tt0498381,102.0,4.5,83080890,27780085,25000000
859,The Switch,"Comedy, Drama, Romance",tt0889573,101.0,6.1,49830607,27758465,19000000
860,Sinister 2,"Horror, Mystery, Thriller",tt2752772,97.0,5.3,53329150,27736779,10000000
861,Oculus,"Horror, Mystery",tt2388715,104.0,6.5,44446287,27695246,5000000
862,The Finest Hours,"Action, Drama, History",tt2025690,117.0,6.8,52099090,27550735,80000000
863,Florence Foster Jenkins,"Biography, Comedy, Drama",tt4136084,111.0,6.8,48902953,27370107,29000000
864,The Last Witch Hunter,"Action, Adventure, Fantasy",tt1618442,106.0,6.0,146936910,27367660,90000000
865,Dallas Buyers Club,"Biography, Drama",tt0790636,117.0,8.0,55736588,27298285,5000000
866,No Escape,"Action, Thriller",tt1781922,103.0,6.8,54418872,27285953,5000000
867,Cloud Atlas,"Action, Drama, Mystery",tt1371111,172.0,7.4,130482868,27108272,102000000
868,Home Again,"Comedy, Drama, Romance",tt2121286,104.0,6.6,37270721,27020284,0
869,Rush,"Biography, Drama, Sport",tt1979320,123.0,8.1,95224595,26947624,38000000
870,Hell or High Water,"Action, Crime, Drama",tt2582782,102.0,7.6,37879877,26862450,12000000
871,Resident Evil: The Final Chapter,"Action, Adventure, Horror",tt2592614,107.0,5.6,312242626,26830068,40000000
872,Ricki and the Flash,"Comedy, Drama, Music",tt3623726,101.0,5.9,41325328,26822144,18000000
873,The Best of Me,"Drama, Romance",tt1972779,118.0,6.7,38609668,26761283,26000000
874,Ready or Not,"Comedy, Horror, Mystery",tt2381978,78.0,3.9,57615777,26744177,0
875,Winnie the Pooh,"Animation, Adventure, Comedy",tt1449283,63.0,7.2,49871429,26692846,30000000
876,In Like Flynn,"Action, Adventure",tt5303442,106.0,5.2,11255,26646175,20000000
877,The Host,"Action, Adventure, Drama",tt1517260,125.0,5.9,63365859,26627201,44000000
878,Machete,"Action, Crime, Thriller",tt0985694,105.0,6.6,45491656,26593646,20000000
879,The Forest,"Horror, Mystery, Thriller",tt1488602,98.0,3.5,39712000,26583369,2
880,The Woman in Black 2: Angel of Death,"Drama, Horror, Thriller",tt2339741,98.0,4.9,48854305,26496583,1000000
881,Run All Night,"Action, Crime, Drama",tt2199571,114.0,6.6,71561644,26461644,50000000
882,One for the Money,"Action, Comedy, Crime",tt1598828,91.0,5.3,38080789,26414527,40000000
883,Ben-Hur,"Action, Adventure, Drama",tt2638144,123.0,5.7,94061311,26410477,100000000
884,A Walk Among the Tombstones,"Action, Crime, Drama",tt0365907,114.0,6.5,58834384,26307600,28000000
885,Love the Coopers,"Comedy, Fantasy, Romance",tt2279339,107.0,5.8,42426912,26284475,17000000
886,Ramona and Beezus,"Comedy, Drama, Family",tt0493949,103.0,6.6,27293743,26161406,15000000
887,That Awkward Moment,"Comedy, Romance",tt1800246,94.0,6.2,45640143,26049082,8000000
888,Searching,"Drama, Mystery, Thriller",tt7668870,102.0,7.7,75462037,26020957,1000000
889,The World's End,"Action, Comedy, Sci-Fi",tt1213663,109.0,7.0,46089287,26004851,20000000
890,Leap Year,"Comedy, Romance",tt1216492,100.0,6.5,188242,25918920,19000000
891,Alex Cross,"Action, Crime, Mystery",tt1712170,101.0,5.1,34618867,25888412,45000000
892,The Lazarus Effect,"Horror, Mystery, Sci-Fi",tt2918436,83.0,5.2,38356892,25799043,3300000
893,You Again,"Comedy, Romance",tt1414382,105.0,5.8,32054369,25702053,20000000
894,21 & Over,Comedy,tt1711425,93.0,5.9,48065672,25682380,13000000
895,Her,"Drama, Romance, Sci-Fi",tt1798709,126.0,8.0,48517427,25568251,23000000
896,The House,"Comedy, Crime",tt1961562,109.0,4.6,34184504,25481529,0
897,Ex Machina,"Drama, Mystery, Sci-Fi",tt0470752,108.0,7.7,36869414,25442958,15000000
898,Boyhood,Drama,tt1065073,165.0,7.9,48137666,25379975,4000000
899,Top Five,"Comedy, Romance",tt2784678,102.0,6.4,26117471,25277561,0
900,Katy Perry: Part of Me,"Documentary, Music",tt2215719,93.0,5.9,32726956,25240988,12000000
901,Escape Plan,"Action, Thriller",tt1211956,115.0,6.7,137328301,25132228,50000000
902,Killer Elite,"Action, Thriller",tt1448755,116.0,6.5,57084522,25124986,66000000
903,All the Money in the World,"Biography, Crime, Drama",tt5294550,132.0,6.8,56996304,25106315,50000000
904,Winchester,"Biography, Drama, Fantasy",tt1072748,99.0,5.4,44019588,25091816,3500000
905,Alpha and Omega,"Animation, Adventure, Comedy",tt1213012,90.0,5.3,50507267,25077977,20000000
906,In the Heart of the Sea,"Action, Adventure, Biography",tt1390411,122.0,6.9,93920758,25020758,100000000
907,Piranha 3D,"Comedy, Horror",tt0464154,88.0,5.4,83188165,25003155,24000000
908,The November Man,"Action, Thriller",tt2402157,108.0,6.3,39661919,24984868,15000000
909,Season of the Witch,"Action, Adventure, Fantasy",tt0479997,95.0,5.4,91627228,24827228,40000000
910,Our Idiot Brother,"Comedy, Drama",tt1637706,90.0,6.4,25804448,24814830,5000000
911,Gifted,Drama,tt3727750,,7.0,43046590,24801212,0
912,Lottery Ticket,Comedy,tt0979434,99.0,5.0,24719879,24708699,0
913,Leap!,"Animation, Adventure, Comedy",tt2261287,89.0,6.8,84197417,24702560,30000000
914,On the Basis of Sex,"Biography, Drama",tt4669788,120.0,6.9,38673750,24622687,20000000
915,Don Jon,"Comedy, Drama, Romance",tt2229499,90.0,6.6,39439355,24477704,3000000
916,Downsizing,"Drama, Sci-Fi",tt1389072,135.0,5.7,55003890,24449754,68000000
917,The Strangers: Prey at Night,Horror,tt1285009,85.0,5.2,31039126,24431472,12500000
918,Sparkle,"Drama, Music",tt1876451,116.0,5.7,24637800,24397469,14000000
919,Bridget Jones's Baby,"Comedy, Drama, Romance",tt1473832,123.0,6.5,211952420,24252420,35000000
920,Tinker Tailor Soldier Spy,"Drama, Mystery, Thriller",tt1340800,122.0,7.1,81244605,24149393,30000000
921,Don't Be Afraid of the Dark,"Fantasy, Horror, Thriller",tt1270761,99.0,5.6,38269529,24042490,25000000
922,White Boy Rick,"Crime, Drama",tt4537896,111.0,6.4,25957482,24011188,29000000
923,From Paris with Love,"Action, Crime, Thriller",tt1179034,92.0,6.5,52830951,23979741,52000000
924,The Losers,"Action, Adventure, Crime",tt0480255,97.0,6.4,29397654,23580735,25000000
925,Endless Love,"Drama, Romance",tt2318092,104.0,6.3,34718173,23393765,20000000
926,Faster,"Action, Crime, Drama",tt1433108,98.0,6.5,35626958,23240020,24000000
927,Pompeii,"Action, Adventure, Drama",tt1921064,105.0,5.5,117831631,23219748,100000000
928,Monte Carlo,"Adventure, Comedy, Family",tt1067774,109.0,5.8,39782683,23186769,20000000
929,Sanctum,"Action, Adventure, Drama",tt0881320,108.0,5.9,108609310,23070045,0
930,Whiskey Tango Foxtrot,"Biography, Comedy, Drama",tt3553442,112.0,6.6,24972139,23049575,35000000
931,Transcendence,"Action, Drama, Sci-Fi",tt2202408,98.0,6.1,103039258,23022309,0
932,Fighting with My Family,"Biography, Comedy, Drama",tt6513120,108.0,7.2,40810036,22958886,11000000
933,Won't You Be My Neighbor?,"Documentary, Biography",tt7681902,94.0,8.4,22842400,22835787,0
934,A Dog's Journey,"Adventure, Comedy, Drama",tt8385474,109.0,7.3,75602573,22782371,0
935,The Gallows,"Horror, Mystery, Sci-Fi",tt2309260,81.0,4.2,42964410,22757819,100000
936,Booksmart,Comedy,tt1489887,102.0,7.5,24863452,22680962,6000000
937,The Incredible Burt Wonderstone,Comedy,tt0790628,100.0,5.9,27437881,22525921,30000000
938,Hitman: Agent 47,"Action, Crime, Thriller",tt2679042,96.0,5.7,82347656,22467450,35000000
939,The Bye Bye Man,"Drama, Fantasy, Horror",tt4030600,96.0,4.3,29874280,22377458,7400000
940,Stuber,"Action, Comedy, Crime",tt7734218,105.0,6.1,32390945,22370452,16000000
941,Project Almanac,"Drama, Mystery, Sci-Fi",tt2436386,106.0,6.4,33213241,22331028,12000000
942,Victoria & Abdul,"Biography, Drama, History",tt5816682,111.0,6.8,66558465,22245070,0
943,Rough Night,"Comedy, Crime, Thriller",tt4799050,101.0,5.2,47347283,22062200,20000000
944,Hellboy,"Action, Adventure, Fantasy",tt2274648,120.0,5.4,44664690,21903748,50000000
945,My Little Pony: The Movie,"Animation, Adventure, Comedy",tt4131800,99.0,6.1,60330833,21885107,0
946,The Big Wedding,"Comedy, Drama, Romance",tt1931435,89.0,5.6,46522137,21784432,35000000
947,Overlord,"Action, Adventure, Horror",tt4530422,110.0,6.7,41657844,21704844,38000000
948,Your Highness,"Comedy, Fantasy",tt1240982,102.0,5.5,28013733,21596445,49900000
949,Mud,Drama,tt1935179,130.0,7.4,32613173,21590086,10000000
950,Snowden,"Biography, Crime, Drama",tt3774114,134.0,7.3,37357216,21587519,40000000
951,Black or White,Drama,tt2883434,121.0,6.6,21833967,21569041,9000000
952,Baggage Claim,"Comedy, Romance",tt1171222,96.0,5.1,22871096,21564616,8500000
953,Just Wright,"Comedy, Romance, Sport",tt1407061,100.0,5.9,21584424,21520719,0
954,The Way Way Back,"Comedy, Drama",tt1727388,103.0,7.4,26474920,21501098,4600000
955,The Book Thief,"Drama, War",tt0816442,131.0,7.6,76586316,21488481,0
956,The Darkest Hour,"Action, Adventure, Horror",tt1093357,89.0,4.9,64626786,21426805,30000000
957,The Place Beyond the Pines,"Crime, Drama, Thriller",tt1817273,140.0,7.3,47052899,21383298,15000000
958,Mars Needs Moms,"Animation, Action, Adventure",tt1305591,88.0,5.4,39233678,21379315,150000000
959,Skyline,"Action, Sci-Fi, Thriller",tt1564585,92.0,4.4,66984887,21371425,10000000
960,Conan the Barbarian,"Action, Adventure, Fantasy",tt0816462,113.0,5.2,63523283,21295021,90000000
961,Dream House,"Drama, Mystery, Thriller",tt1462041,84.0,6.0,39984400,21283440,50000000
962,Mechanic: Resurrection,"Action, Adventure, Thriller",tt3522806,98.0,5.7,125729635,21218403,40000000
963,"As Above, So Below","Horror, Mystery, Thriller",tt2870612,93.0,6.2,41898409,21197315,5000000
964,The Next Three Days,"Action, Crime, Drama",tt1458175,133.0,7.4,67448651,21148651,30000000
965,The Disaster Artist,"Biography, Comedy, Drama",tt3521126,104.0,7.4,29820616,21120616,10000000
966,Phantom Thread,"Drama, Romance",tt5776858,130.0,7.5,47756590,21023275,35000000
967,Aloha,"Comedy, Drama, Romance",tt1243974,105.0,5.4,26250020,20991497,37000000
968,Proud Mary,"Action, Crime, Drama",tt6421110,89.0,4.9,21753365,20868638,14000000
969,The Kids Are All Right,"Comedy, Drama, Romance",tt0842926,106.0,7.0,34705850,20811365,3500000
970,Blair Witch,"Horror, Mystery, Thriller",tt1540011,89.0,5.0,45173154,20777061,5000000
971,God's Not Dead 2,Drama,tt4824308,120.0,4.4,24487848,20773070,5000000
972,Free State of Jones,"Action, Biography, Drama",tt1124037,139.0,6.9,25035950,20758378,50000000
973,Sleepless,"Action, Crime, Thriller",tt2072233,95.0,5.6,32917353,20757977,30000000
974,The Happytime Murders,"Action, Comedy, Crime",tt1308728,91.0,5.3,27506452,20706452,40000000
975,Diary of a Wimpy Kid: The Long Haul,"Comedy, Family",tt6003368,91.0,4.4,40140972,20638993,22000000
976,Keanu,"Action, Comedy, Crime",tt4139124,100.0,6.3,20651333,20566327,15000000
977,SuperFly,"Action, Crime, Thriller",tt7690670,116.0,5.0,20780685,20545116,16000000
978,The Circle,"Drama, Sci-Fi, Thriller",tt2122313,144.0,5.9,40656399,20476391,0
979,The Three Musketeers,"Action, Adventure, Fantasy",tt1509767,110.0,5.8,132274484,20377913,75000000
980,Brick Mansions,"Action, Crime, Thriller",tt1430612,90.0,5.7,71416730,20285518,28000000
981,Premium Rush,"Action, Thriller",tt1547234,91.0,6.5,31083599,20275446,35000000
982,Our Family Wedding,"Comedy, Romance",tt1305583,103.0,4.9,21409028,20246959,14000000
983,Country Strong,"Drama, Music",tt1555064,117.0,6.3,20529194,20218921,15000000
984,Baahubali 2: The Conclusion,"Action, Drama",tt4849438,167.0,8.3,254158390,20186659,31000000
985,Secret in Their Eyes,"Crime, Drama, Mystery",tt1741273,111.0,6.3,34854990,20180155,19500000
986,Homefront,"Action, Crime, Thriller",tt2312718,100.0,6.5,48449416,20158492,22000000
987,UglyDolls,"Animation, Adventure, Comedy",tt1946502,87.0,4.5,32450241,20150241,45000000
988,Big Miracle,"Biography, Drama, Family",tt1430615,107.0,6.5,24719215,20113965,40000000
989,Middle School: The Worst Years of My Life,"Comedy, Family",tt4981636,92.0,6.1,23316139,19985196,8500000
990,Broken City,"Action, Crime, Drama",tt1235522,109.0,6.2,34737199,19701164,56000000
991,Nine Lives,"Comedy, Drama, Family",tt4383594,87.0,5.3,57814445,19637449,30000000
992,The Eagle,"Action, Adventure, Drama",tt1034389,114.0,6.2,37989684,19490041,25000000
993,Beautiful Creatures,"Drama, Fantasy, Romance",tt1559547,124.0,6.2,60052138,19452138,60000000
994,Shaun the Sheep Movie,"Animation, Adventure, Comedy",tt2872750,85.0,7.4,106209378,19375982,25000000
995,Runner Runner,"Crime, Thriller",tt2364841,88.0,5.6,62675095,19316646,30000000
996,The Secret World of Arrietty,"Animation, Adventure, Family",tt1568921,94.0,7.6,148800274,19202743,23000000
997,Race,"Biography, Drama, Sport",tt1867035,150.0,3.9,25070261,19097994,0
998,"I, Frankenstein","Action, Fantasy, Sci-Fi",tt1418377,92.0,5.1,76801179,19075290,65000000
999,Remember Me,"Drama, Romance",tt1403981,113.0,7.1,56032889,19068240,16000000
1000,The Impossible,"Drama, History, Thriller",tt1649419,114.0,7.6,198087212,19019882,45000000
1001,Unplanned,"Biography, Drama",tt9024106,106.0,6.3,21051915,18988743,6000000
1002,Haywire,"Action, Drama, Thriller",tt1506999,93.0,5.8,34513760,18942396,23000000
1003,Shark Night 3D,"Horror, Thriller",tt1633356,90.0,4.0,41363927,18872522,28000000
1004,The Legend of Hercules,"Action, Adventure, Fantasy",tt1043726,99.0,4.2,61279452,18848538,70000000
1005,Still Alice,Drama,tt3316960,101.0,7.5,44779195,18754371,5000000
1006,The Choice,"Drama, Romance",tt3797868,111.0,6.6,23064015,18709066,10000000
1007,Eye in the Sky,"Action, Drama, Thriller",tt2057392,102.0,7.3,35259653,18700837,13000000
1008,Man on a Ledge,"Action, Adventure, Crime",tt1568338,102.0,6.6,47636031,18620000,42000000
1009,Chips,"Action, Comedy, Crime",tt2011351,68.0,6.8,26800152,18591819,0
1010,You're Next,"Horror, Mystery, Thriller",tt1853739,95.0,6.6,26895481,18474268,0
1011,Quartet,"Comedy, Drama",tt1441951,94.0,6.8,12042,18390117,11000000
1012,Only the Brave,"Action, Biography, Drama",tt3829920,134.0,7.7,26351322,18340051,38000000
1013,127 Hours,"Biography, Drama",tt1542344,94.0,7.6,60738797,18335230,18000000
1014,Paranormal Activity: The Ghost Dimension,"Horror, Mystery, Thriller",tt2473510,88.0,4.6,78903124,18300124,10000000
1015,Fright Night,"Comedy, Horror",tt1438176,106.0,6.4,41002607,18298649,30000000
1016,Chernobyl Diaries,"Horror, Mystery, Thriller",tt1991245,86.0,5.0,38390020,18119640,0
1017,Call Me by Your Name,"Drama, Romance",tt5726616,132.0,7.9,41887595,18095701,4000000
1018,Admission,"Comedy, Drama, Romance",tt1814621,107.0,5.7,18637201,18004225,13000000
1019,Seven Days in Utopia,"Drama, Sport",tt1699147,100.0,6.1,4373074,18000000,0
1020,Bad Times at the El Royale,"Crime, Drama, Mystery",tt6628394,141.0,7.1,31882724,17839115,32000000
1021,Going the Distance,"Comedy, Romance",tt1322312,102.0,6.3,42059111,17804299,32000000
1022,Mother!,"Drama, Horror, Mystery",tt5109784,121.0,6.6,44516999,17800004,30000000
1023,Bad Santa 2,"Comedy, Crime, Drama",tt1798603,92.0,5.6,24079268,17782178,26000000
1024,Bears,"Documentary, Family",tt2458776,78.0,7.4,21316745,17769442,0
1025,Steve Jobs,"Biography, Drama",tt2080374,122.0,7.2,34441873,17766658,30000000
1026,Show Dogs,"Adventure, Comedy, Family",tt5691024,92.0,3.7,39156854,17744685,5500000
1027,The Perks of Being a Wallflower,"Drama, Romance",tt1659337,103.0,8.0,33384127,17738570,13000000
1028,Mr. Holmes,"Drama, Mystery",tt3168230,104.0,6.9,29355203,17737646,0
1029,Apollo 18,"Horror, Mystery, Sci-Fi",tt1772240,86.0,5.2,26236153,17686929,5000000
